1	1969
2	1962
3	1971
4	1976
5	1960
6	1976
7	1969
8	1978
9	1968
10	1971
11	1967
12	1960
13	1968
14	1961
15	1979
16	1969
17	1963
18	1967
19	1964
20	1971
21	1971
22	1978
23	1970
24	1968
25	1977
26	1971
27	1963
28	1976
29	1972
30	1971
31	1976
32	1970
33	1968
34	1965
35	1979
36	1978
37	1966
38	1964
39	1972
40	1964
41	1962
42	1969
43	1975
44	1968
45	1971
46	1974
47	1975
48	1977
49	1969
50	1960
51	1963
52	1973
53	1979
54	1974
55	1974
56	1972
57	1962
58	1970
59	1961
60	1964
61	1964
62	1965
63	1968
64	1969
65	1962
66	1975
67	1971
68	1961
69	1974
70	1974
71	1962
72	1961
73	1965
74	1971
75	1966
76	1979
77	1966
78	1963
79	1973
80	1977
81	1976
82	1971
83	1979
84	1971
85	1975
86	1961
87	1969
88	1972
89	1977
90	1977
91	1978
92	1971
93	1975
94	1971
95	1978
96	1967
97	1979
98	1971
99	1978
100	1961
101	1964
102	1969
103	1965
104	1966
105	1965
106	1969
107	1973
108	1965
109	1964
110	1969
111	1966
112	1976
113	1973
114	1969
115	1972
116	1962
117	1975
118	1970
119	1964
120	1964
121	1964
122	1974
123	1969
124	1969
125	1963
126	1963
127	1975
128	1965
129	1977
130	1963
131	1963
132	1966
133	1964
134	1979
135	1965
136	1971
137	1960
138	1963
139	1962
140	1978
141	1962
142	1963
143	1970
144	1978
145	1960
146	1972
147	1960
148	1972
149	1976
150	1961
151	1977
152	1964
153	1966
154	1962
155	1978
156	1976
157	1967
158	1966
159	1972
160	1967
161	1968
162	1966
163	1978
164	1966
165	1979
166	1977
167	1973
168	1966
169	1971
170	1960
171	1975
172	1962
173	1960
174	1972
175	1972
176	1972
177	1963
178	1972
179	1965
180	1961
181	1971
182	1969
183	1979
184	1970
185	1963
186	1965
187	1967
188	1973
189	1971
190	1973
191	1972
192	1962
193	1966
194	1978
195	1969
196	1977
197	1968
198	1974
199	1977
200	1969
201	1963
202	1978
203	1969
204	1971
205	1960
206	1972
207	1963
208	1975
209	1965
210	1979
211	1966
212	1964
213	1961
214	1973
215	1979
216	1964
217	1964
218	1968
219	1977
220	1966
221	1977
222	1965
223	1968
224	1979
225	1971
226	1968
227	1979
228	1979
229	1978
230	1976
231	1970
232	1976
233	1974
234	1973
235	1978
236	1971
237	1972
238	1977
239	1973
240	1972
241	1977
242	1978
243	1966
244	1975
245	1968
246	1960
247	1965
248	1963
249	1979
250	1976
251	1978
252	1960
253	1965
254	1977
255	1971
256	1963
257	1968
258	1963
259	1960
260	1965
261	1976
262	1960
263	1960
264	1962
265	1972
266	1970
267	1968
268	1966
269	1971
270	1971
271	1972
272	1965
273	1964
274	1964
275	1977
276	1969
277	1969
278	1975
279	1968
280	1966
281	1971
282	1976
283	1960
284	1974
285	1973
286	1976
287	1979
288	1979
289	1969
290	1962
291	1973
292	1969
293	1978
294	1970
295	1971
296	1972
297	1977
298	1972
299	1971
300	1966
301	1975
302	1969
303	1971
304	1968
305	1976
306	1974
307	1962
308	1976
309	1971
310	1964
311	1967
312	1967
313	1976
314	1974
315	1963
316	1976
317	1969
318	1968
319	1961
320	1967
321	1976
322	1961
323	1968
324	1974
325	1976
326	1962
327	1963
328	1961
329	1962
330	1975
331	1970
332	1964
333	1960
334	1960
335	1965
336	1971
337	1973
338	1977
339	1967
340	1971
341	1963
342	1963
343	1978
344	1974
345	1979
346	1976
347	1976
348	1977
349	1963
350	1973
351	1967
352	1970
353	1962
354	1963
355	1979
356	1979
357	1970
358	1963
359	1977
360	1974
361	1969
362	1966
363	1964
364	1971
365	1969
366	1978
367	1960
368	1979
369	1972
370	1972
371	1973
372	1969
373	1972
374	1976
375	1971
376	1979
377	1967
378	1976
379	1967
380	1968
381	1978
382	1971
383	1968
384	1961
385	1968
386	1978
387	1979
388	1967
389	1963
390	1972
391	1960
392	1964
393	1969
394	1961
395	1979
396	1975
397	1964
398	1976
399	1965
400	1965
401	1961
402	1971
403	1960
404	1972
405	1965
406	1969
407	1966
408	1962
409	1977
410	1974
411	1976
412	1960
413	1970
414	1973
415	1970
416	1974
417	1962
418	1965
419	1962
420	1972
421	1969
422	1972
423	1964
424	1966
425	1975
426	1967
427	1961
428	1970
429	1976
430	1968
431	1964
432	1971
433	1974
434	1963
435	1977
436	1970
437	1960
438	1967
439	1965
440	1978
441	1965
442	1973
443	1967
444	1975
445	1962
446	1971
447	1967
448	1973
449	1970
450	1960
451	1968
452	1966
453	1976
454	1960
455	1968
456	1978
457	1966
458	1962
459	1970
460	1974
461	1964
462	1973
463	1974
464	1969
465	1964
466	1971
467	1960
468	1967
469	1972
470	1975
471	1970
472	1966
473	1975
474	1964
475	1969
476	1966
477	1963
478	1974
479	1972
480	1960
481	1966
482	1965
483	1974
484	1964
485	1975
486	1976
487	1968
488	1962
489	1974
490	1978
491	1977
492	1977
493	1963
494	1969
495	1962
496	1966
497	1969
498	1966
499	1971
500	1968
501	1976
502	1962
503	1965
504	1977
505	1974
506	1972
507	1967
508	1962
509	1979
510	1975
511	1965
512	1968
513	1965
514	1966
515	1967
516	1961
517	1975
518	1979
519	1962
520	1969
521	1977
522	1966
523	1963
524	1966
525	1969
526	1974
527	1964
528	1963
529	1970
530	1965
531	1972
532	1968
533	1966
534	1965
535	1973
536	1960
537	1967
538	1974
539	1966
540	1977
541	1976
542	1975
543	1964
544	1971
545	1974
546	1960
547	1979
548	1964
549	1964
550	1967
551	1973
552	1979
553	1960
554	1977
555	1967
556	1974
557	1965
558	1978
559	1963
560	1972
561	1970
562	1974
563	1972
564	1973
565	1964
566	1973
567	1976
568	1961
569	1966
570	1966
571	1976
572	1975
573	1962
574	1974
575	1975
576	1974
577	1964
578	1975
579	1964
580	1969
581	1973
582	1978
583	1966
584	1977
585	1962
586	1979
587	1967
588	1965
589	1962
590	1962
591	1962
592	1976
593	1972
594	1974
595	1975
596	1967
597	1965
598	1970
599	1976
600	1972
601	1974
602	1968
603	1961
604	1975
605	1976
606	1960
607	1977
608	1963
609	1963
610	1974
611	1976
612	1974
613	1973
614	1962
615	1967
616	1977
617	1962
618	1974
619	1968
620	1969
621	1978
622	1967
623	1971
624	1979
625	1971
626	1979
627	1970
628	1966
629	1969
630	1978
631	1967
632	1976
633	1971
634	1960
635	1978
636	1960
637	1978
638	1979
639	1967
640	1967
641	1974
642	1968
643	1970
644	1975
645	1973
646	1975
647	1969
648	1975
649	1966
650	1964
651	1970
652	1961
653	1979
654	1968
655	1972
656	1961
657	1962
658	1972
659	1971
660	1978
661	1960
662	1966
663	1970
664	1966
665	1970
666	1972
667	1979
668	1971
669	1967
670	1968
671	1966
672	1967
673	1967
674	1963
675	1973
676	1972
677	1970
678	1962
679	1966
680	1962
681	1971
682	1970
683	1969
684	1966
685	1976
686	1965
687	1962
688	1975
689	1967
690	1968
691	1964
692	1970
693	1964
694	1979
695	1968
696	1964
697	1971
698	1977
699	1973
700	1971
701	1971
702	1962
703	1963
704	1960
705	1961
706	1969
707	1977
708	1972
709	1964
710	1962
711	1965
712	1960
713	1976
714	1975
715	1979
716	1970
717	1973
718	1967
719	1975
720	1974
721	1968
722	1973
723	1973
724	1966
725	1974
726	1972
727	1966
728	1973
729	1975
730	1965
731	1968
732	1965
733	1977
734	1964
735	1970
736	1975
737	1978
738	1960
739	1976
740	1969
741	1972
742	1965
743	1961
744	1974
745	1961
746	1973
747	1974
748	1964
749	1967
750	1963
751	1961
752	1971
753	1970
754	1961
755	1972
756	1974
757	1975
758	1978
759	1973
760	1965
761	1963
762	1979
763	1969
764	1962
765	1977
766	1969
767	1972
768	1963
769	1967
770	1961
771	1973
772	1968
773	1979
774	1964
775	1975
776	1961
777	1976
778	1974
779	1972
780	1976
781	1965
782	1965
783	1962
784	1964
785	1968
786	1967
787	1968
788	1971
789	1975
790	1967
791	1970
792	1960
793	1970
794	1975
795	1977
796	1965
797	1977
798	1961
799	1972
800	1962
801	1971
802	1967
803	1977
804	1972
805	1964
806	1967
807	1975
808	1975
809	1976
810	1976
811	1978
812	1977
813	1963
814	1968
815	1972
816	1971
817	1972
818	1979
819	1967
820	1979
821	1967
822	1978
823	1977
824	1977
825	1965
826	1970
827	1968
828	1964
829	1979
830	1965
831	1968
832	1968
833	1979
834	1977
835	1975
836	1966
837	1975
838	1970
839	1963
840	1974
841	1976
842	1971
843	1967
844	1978
845	1967
846	1974
847	1977
848	1976
849	1965
850	1963
851	1972
852	1968
853	1968
854	1974
855	1975
856	1960
857	1972
858	1978
859	1974
860	1971
861	1965
862	1977
863	1969
864	1969
865	1962
866	1972
867	1960
868	1964
869	1979
870	1979
871	1976
872	1974
873	1979
874	1963
875	1967
876	1971
877	1973
878	1960
879	1971
880	1972
881	1964
882	1962
883	1966
884	1975
885	1973
886	1971
887	1960
888	1962
889	1970
890	1975
891	1973
892	1961
893	1968
894	1977
895	1969
896	1970
897	1967
898	1967
899	1961
900	1978
901	1963
902	1961
903	1960
904	1977
905	1964
906	1977
907	1962
908	1972
909	1962
910	1972
911	1963
912	1976
913	1972
914	1967
915	1979
916	1977
917	1967
918	1974
919	1969
920	1970
921	1977
922	1970
923	1965
924	1968
925	1969
926	1963
927	1978
928	1968
929	1977
930	1965
931	1969
932	1975
933	1979
934	1976
935	1978
936	1962
937	1965
938	1967
939	1967
940	1975
941	1970
942	1976
943	1968
944	1970
945	1964
946	1974
947	1978
948	1965
949	1969
950	1977
951	1960
952	1974
953	1977
954	1964
955	1978
956	1977
957	1965
958	1968
959	1975
960	1961
961	1961
962	1968
963	1976
964	1979
965	1972
966	1971
967	1963
968	1971
969	1974
970	1976
971	1968
972	1961
973	1973
974	1962
975	1978
976	1966
977	1962
978	1979
979	1971
980	1976
981	1975
982	1965
983	1973
984	1973
985	1971
986	1974
987	1976
988	1961
989	1979
990	1965
991	1977
992	1962
993	1968
994	1969
995	1978
996	1973
997	1977
998	1960
999	1978
1000	1975
1001	1970
1002	1972
1003	1976
1004	1970
1005	1964
1006	1971
1007	1970
1008	1968
1009	1962
1010	1972
1011	1973
1012	1963
1013	1965
1014	1969
1015	1967
1016	1975
1017	1960
1018	1960
1019	1969
1020	1976
1021	1967
1022	1960
1023	1961
1024	1970
1025	1965
1026	1974
1027	1966
1028	1977
1029	1972
1030	1970
1031	1973
1032	1966
1033	1963
1034	1979
1035	1966
1036	1979
1037	1976
1038	1971
1039	1970
1040	1974
1041	1967
1042	1972
1043	1973
1044	1964
1045	1976
1046	1975
1047	1971
1048	1962
1049	1962
1050	1968
1051	1976
1052	1979
1053	1962
1054	1964
1055	1970
1056	1979
1057	1971
1058	1967
1059	1976
1060	1977
1061	1970
1062	1964
1063	1970
1064	1967
1065	1961
1066	1968
1067	1965
1068	1971
1069	1963
1070	1979
1071	1977
1072	1964
1073	1976
1074	1961
1075	1969
1076	1975
1077	1977
1078	1961
1079	1971
1080	1962
1081	1972
1082	1968
1083	1962
1084	1966
1085	1969
1086	1964
1087	1976
1088	1968
1089	1965
1090	1977
1091	1972
1092	1969
1093	1972
1094	1968
1095	1977
1096	1973
1097	1971
1098	1969
1099	1961
1100	1961
1101	1967
1102	1972
1103	1968
1104	1972
1105	1969
1106	1964
1107	1960
1108	1968
1109	1961
1110	1972
1111	1975
1112	1975
1113	1970
1114	1964
1115	1968
1116	1967
1117	1972
1118	1975
1119	1965
1120	1973
1121	1975
1122	1977
1123	1964
1124	1965
1125	1974
1126	1972
1127	1977
1128	1970
1129	1978
1130	1973
1131	1965
1132	1978
1133	1969
1134	1960
1135	1964
1136	1972
1137	1963
1138	1969
1139	1960
1140	1970
1141	1961
1142	1965
1143	1978
1144	1969
1145	1968
1146	1968
1147	1976
1148	1976
1149	1970
1150	1961
1151	1969
1152	1979
1153	1964
1154	1970
1155	1979
1156	1976
1157	1960
1158	1966
1159	1965
1160	1972
1161	1968
1162	1964
1163	1978
1164	1960
1165	1973
1166	1974
1167	1961
1168	1964
1169	1966
1170	1975
1171	1975
1172	1977
1173	1963
1174	1969
1175	1974
1176	1970
1177	1962
1178	1970
1179	1973
1180	1975
1181	1975
1182	1962
1183	1970
1184	1970
1185	1976
1186	1966
1187	1961
1188	1965
1189	1962
1190	1976
1191	1960
1192	1968
1193	1975
1194	1965
1195	1979
1196	1976
1197	1964
1198	1961
1199	1967
1200	1966
1201	1973
1202	1974
1203	1977
1204	1969
1205	1977
1206	1962
1207	1973
1208	1962
1209	1971
1210	1967
1211	1970
1212	1971
1213	1972
1214	1965
1215	1966
