IncidntNum,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,X,Y,Location
140826093,ASSAULT,AGGRAVATED ASSAULT WITH A GUN,Tuesday,09/30/2014,23:45,MISSION,NONE,2700.0 Block of 24TH ST,-122.406358141342,37.7530360281002,"(37.7530360281002, -122.406358141342)"
140824906,NON-CRIMINAL,FOUND PROPERTY,Tuesday,09/30/2014,16:00,RICHMOND,NONE,500.0 Block of JOHNFKENNEDY DR,-122.465838183623,37.7724965522563,"(37.7724965522563, -122.465838183623)"
140824188,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Tuesday,09/30/2014,12:00,INGLESIDE,NONE,SICKLES AV / SEARS ST,-122.453886810706,37.7096779295432,"(37.7096779295432, -122.453886810706)"
140823732,WARRANTS,WARRANT ARREST,Tuesday,09/30/2014,09:48,TENDERLOIN,"ARREST, BOOKED",LEAVENWORTH ST / TURK ST,-122.414056291891,37.7827931071303,"(37.7827931071303, -122.414056291891)"
140824489,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Tuesday,09/30/2014,13:50,INGLESIDE,NONE,TERESITA BL / AGUA WY,-122.450643456498,37.7422227044631,"(37.7422227044631, -122.450643456498)"
140823970,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Tuesday,09/30/2014,11:44,SOUTHERN,JUVENILE CITED,800.0 Block of BRYANT ST,-122.403742962696,37.7752316978411,"(37.7752316978411, -122.403742962696)"
146202699,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Tuesday,09/30/2014,19:30,NORTHERN,NONE,VANNESS AV / GROVE ST,-122.419884939457,37.7782510832708,"(37.7782510832708, -122.419884939457)"
140825794,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,09/30/2014,21:00,MISSION,NONE,2300.0 Block of 16TH ST,-122.409216071434,37.7657158874944,"(37.7657158874944, -122.409216071434)"
140822950,OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,09/30/2014,00:45,PARK,"ARREST, CITED",MARTIN LUTHER KING JR DR / KEZAR DR,-122.458638758608,37.7671999403752,"(37.7671999403752, -122.458638758608)"
140822916,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,09/30/2014,00:16,MISSION,"ARREST, CITED",CAPP ST / 19TH ST,-122.41812008649,37.7603012340694,"(37.7603012340694, -122.41812008649)"
140823237,TRESPASS,TRESPASSING,Tuesday,09/30/2014,08:14,TENDERLOIN,"ARREST, CITED",200.0 Block of EDDY ST,-122.411750868013,37.7841504566595,"(37.7841504566595, -122.411750868013)"
140823516,LARCENY/THEFT,GRAND THEFT FROM PERSON,Tuesday,09/30/2014,09:00,INGLESIDE,NONE,0.0 Block of OSHAUGHNESSY BL,-122.451027151854,37.7450092516478,"(37.7450092516478, -122.451027151854)"
140824047,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Tuesday,09/30/2014,11:20,BAYVIEW,"ARREST, BOOKED",300.0 Block of TOCOLOMA AV,-122.39823420609,37.7109441026048,"(37.7109441026048, -122.39823420609)"
140827057,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Tuesday,09/30/2014,16:20,SOUTHERN,NONE,MARKET ST / KEARNY ST,-122.403434086745,37.7876430502097,"(37.7876430502097, -122.403434086745)"
140824508,LARCENY/THEFT,GRAND THEFT SHOPLIFTING,Tuesday,09/30/2014,12:50,NORTHERN,NONE,1800.0 Block of POLK ST,-122.421397316259,37.7933857301748,"(37.7933857301748, -122.421397316259)"
140824150,OTHER OFFENSES,FALSE REPORT OF BOMB,Tuesday,09/30/2014,11:48,MISSION,NONE,1000.0 Block of YORK ST,-122.408462344262,37.755235153697,"(37.755235153697, -122.408462344262)"
140823083,BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",Tuesday,09/30/2014,04:13,MISSION,"ARREST, BOOKED",2000.0 Block of MARKET ST,-122.426893114012,37.7691618402243,"(37.7691618402243, -122.426893114012)"
140824940,OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,09/30/2014,16:50,PARK,"ARREST, CITED",700.0 Block of STANYAN ST,-122.453381111208,37.7685998900061,"(37.7685998900061, -122.453381111208)"
140833991,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Tuesday,09/30/2014,10:00,TENDERLOIN,NONE,100.0 Block of MASON ST,-122.409376061627,37.7844493077248,"(37.7844493077248, -122.409376061627)"
140825590,DISORDERLY CONDUCT,"DISTURBING THE PEACE, FIGHTING",Tuesday,09/30/2014,19:37,INGLESIDE,NONE,5100.0 Block of MISSION ST,-122.441508895249,37.7157481419251,"(37.7157481419251, -122.441508895249)"
140825772,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Tuesday,09/30/2014,21:00,TENDERLOIN,NONE,100.0 Block of OFARRELL ST,-122.406775763713,37.7865337577236,"(37.7865337577236, -122.406775763713)"
140824360,DRUG/NARCOTIC,POSSESSION OF HEROIN,Tuesday,09/30/2014,13:00,CENTRAL,"ARREST, BOOKED",1200.0 Block of BROADWAY ST,-122.417170912868,37.7966719477575,"(37.7966719477575, -122.417170912868)"
140827762,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Tuesday,09/30/2014,19:00,SOUTHERN,NONE,300.0 Block of 6TH ST,-122.404974456762,37.7779436788669,"(37.7779436788669, -122.404974456762)"
140824592,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Tuesday,09/30/2014,15:18,SOUTHERN,"ARREST, CITED",4TH ST / MISSION ST,-122.404270179486,37.7844788539041,"(37.7844788539041, -122.404270179486)"
140824821,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,09/30/2014,16:24,BAYVIEW,"ARREST, CITED",INDUSTRIAL ST / LOOMIS ST,-122.405646994567,37.7383221869349,"(37.7383221869349, -122.405646994567)"
146205637,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Tuesday,09/30/2014,10:00,SOUTHERN,NONE,600.0 Block of 3RD ST,-122.393390455692,37.7793130314459,"(37.7793130314459, -122.393390455692)"
140826037,DRUG/NARCOTIC,POSSESSION OF HEROIN,Tuesday,09/30/2014,23:10,TENDERLOIN,"ARREST, BOOKED",HYDE ST / FULTON ST,-122.415127837608,37.7797870676791,"(37.7797870676791, -122.415127837608)"
140824467,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Tuesday,09/30/2014,04:00,NORTHERN,NONE,2300.0 Block of PINE ST,-122.434149376584,37.7877752552578,"(37.7877752552578, -122.434149376584)"
140824194,ASSAULT,ASSAULT,Tuesday,09/30/2014,12:40,SOUTHERN,"ARREST, BOOKED",0.0 Block of 6TH ST,-122.409972787026,37.7818188695151,"(37.7818188695151, -122.409972787026)"
140825982,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,09/30/2014,23:15,SOUTHERN,"ARREST, CITED",800.0 Block of BRYANT ST,-122.403742962696,37.7752316978411,"(37.7752316978411, -122.403742962696)"
140824495,WARRANTS,WARRANT ARREST,Tuesday,09/30/2014,14:51,INGLESIDE,"ARREST, BOOKED",SAN JOSE AV / COTTER ST,-122.437487410892,37.7302515644437,"(37.7302515644437, -122.437487410892)"
140824194,WARRANTS,WARRANT ARREST,Tuesday,09/30/2014,12:40,SOUTHERN,"ARREST, BOOKED",0.0 Block of 6TH ST,-122.409972787026,37.7818188695151,"(37.7818188695151, -122.409972787026)"
140823657,OTHER OFFENSES,CONSPIRACY,Tuesday,09/30/2014,10:05,INGLESIDE,JUVENILE BOOKED,LIPPARD AV / BOSWORTH ST,-122.435838640322,37.733874419782,"(37.733874419782, -122.435838640322)"
140825829,WARRANTS,WARRANT ARREST,Tuesday,09/30/2014,22:00,MISSION,"ARREST, BOOKED",24TH ST / POTRERO AV,-122.406338412685,37.753004287752,"(37.753004287752, -122.406338412685)"
146202683,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,09/30/2014,19:00,NORTHERN,NONE,ELLIS ST / FRANKLIN ST,-122.422654162984,37.7836201224648,"(37.7836201224648, -122.422654162984)"
140836484,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",Tuesday,09/30/2014,09:00,SOUTHERN,NONE,100.0 Block of OTIS ST,-122.420160409459,37.7701896373199,"(37.7701896373199, -122.420160409459)"
140826037,FORGERY/COUNTERFEITING,"COUNTERFEITING, POSSESSION COINS OR NOTES",Tuesday,09/30/2014,23:10,TENDERLOIN,"ARREST, BOOKED",HYDE ST / FULTON ST,-122.415127837608,37.7797870676791,"(37.7797870676791, -122.415127837608)"
140827063,NON-CRIMINAL,LOST PROPERTY,Tuesday,09/30/2014,12:45,TARAVAL,NONE,200.0 Block of WINSTON DR,-122.476681699323,37.7269346746393,"(37.7269346746393, -122.476681699323)"
140825556,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Tuesday,09/30/2014,18:50,TARAVAL,NONE,3000.0 Block of SAN JOSE AV,-122.457584765204,37.709672865124,"(37.709672865124, -122.457584765204)"
140825750,ASSAULT,THREATS AGAINST LIFE,Tuesday,09/30/2014,14:00,SOUTHERN,NONE,300.0 Block of SPEAR ST,-122.390761872712,37.7897438700502,"(37.7897438700502, -122.390761872712)"
146204140,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,09/30/2014,18:00,SOUTHERN,NONE,0.0 Block of STILLMAN ST,-122.394877549073,37.7829810243725,"(37.7829810243725, -122.394877549073)"
140358331,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,09/30/2014,18:34,INGLESIDE,"ARREST, CITED",ALEMANY BL / OCEAN AV,-122.437438118789,37.7237173830109,"(37.7237173830109, -122.437438118789)"
140824241,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,09/30/2014,12:48,NORTHERN,NONE,900.0 Block of FULTON ST,-122.431857733947,37.7775530773889,"(37.7775530773889, -122.431857733947)"
140825631,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Tuesday,09/30/2014,20:00,INGLESIDE,NONE,MISSION ST / 30TH ST,-122.421970919029,37.7423752245552,"(37.7423752245552, -122.421970919029)"
146204457,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,09/30/2014,00:01,CENTRAL,NONE,200.0 Block of BAY ST,-122.410993638331,37.8059766208453,"(37.8059766208453, -122.410993638331)"
140823027,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,09/30/2014,02:15,RICHMOND,"ARREST, CITED",GEARY BL / 12TH AV,-122.470717727261,37.7807223605931,"(37.7807223605931, -122.470717727261)"
140826087,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,09/30/2014,19:00,CENTRAL,NONE,2300.0 Block of STOCKTON ST,-122.410461799535,37.8069823601594,"(37.8069823601594, -122.410461799535)"
140823306,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,09/30/2014,07:40,TENDERLOIN,PSYCHOPATHIC CASE,0.0 Block of POWELL ST,-122.407591651721,37.7844102153489,"(37.7844102153489, -122.407591651721)"
146202633,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,09/30/2014,19:30,SOUTHERN,NONE,11TH ST / HOWARD ST,-122.415564465695,37.7730994820776,"(37.7730994820776, -122.415564465695)"
140825584,OTHER OFFENSES,VIOLATION OF MUNICIPAL POLICE CODE,Tuesday,09/30/2014,18:13,NORTHERN,"ARREST, BOOKED",100.0 Block of HAYES ST,-122.418865458204,37.777295941259,"(37.777295941259, -122.418865458204)"
140876060,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,09/30/2014,16:00,NORTHERN,NONE,ELLIS ST / FRANKLIN ST,-122.422654162984,37.7836201224648,"(37.7836201224648, -122.422654162984)"
140824564,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Tuesday,09/30/2014,13:15,TENDERLOIN,"ARREST, CITED",0.0 Block of OFARRELL ST,-122.405795379675,37.7867246331993,"(37.7867246331993, -122.405795379675)"
146203487,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,09/30/2014,19:40,SOUTHERN,NONE,100.0 Block of 9TH ST,-122.414386569538,37.7760158057239,"(37.7760158057239, -122.414386569538)"
146202649,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,09/30/2014,22:30,SOUTHERN,NONE,MARKET ST / 3RD ST,-122.403434086745,37.7876430502097,"(37.7876430502097, -122.403434086745)"
140825766,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,09/30/2014,21:07,SOUTHERN,PSYCHOPATHIC CASE,800.0 Block of BRYANT ST,-122.403742962696,37.7752316978411,"(37.7752316978411, -122.403742962696)"
140825857,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,09/30/2014,20:50,SOUTHERN,NONE,800.0 Block of BRYANT ST,-122.403742962696,37.7752316978411,"(37.7752316978411, -122.403742962696)"
140826112,MISSING PERSON,FOUND PERSON,Tuesday,09/30/2014,14:00,INGLESIDE,LOCATED,200.0 Block of EDINBURGH ST,-122.428857622836,37.7253360178977,"(37.7253360178977, -122.428857622836)"
140830953,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,09/30/2014,06:10,INGLESIDE,NONE,400.0 Block of RAYMOND AV,-122.413050385236,37.7147220459523,"(37.7147220459523, -122.413050385236)"
140825841,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,09/30/2014,22:12,INGLESIDE,PSYCHOPATHIC CASE,3300.0 Block of MISSION ST,-122.421607115588,37.743011479548,"(37.743011479548, -122.421607115588)"
140825330,MISSING PERSON,MISSING ADULT,Tuesday,09/30/2014,17:00,RICHMOND,NONE,1700.0 Block of BAKER ST,-122.443461690538,37.7868819675394,"(37.7868819675394, -122.443461690538)"
140826043,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,09/30/2014,22:00,CENTRAL,NONE,STOCKTON ST / JACKSON ST,-122.408254664048,37.7958223141626,"(37.7958223141626, -122.408254664048)"
146202940,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,09/30/2014,21:00,BAYVIEW,NONE,1600.0 Block of MCKINNON AV,-122.389262135816,37.7358371939247,"(37.7358371939247, -122.389262135816)"
140823481,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,09/30/2014,07:45,CENTRAL,PSYCHOPATHIC CASE,600.0 Block of COLUMBUS AV,-122.410644828725,37.8006618773813,"(37.8006618773813, -122.410644828725)"
146204059,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,09/30/2014,16:30,RICHMOND,NONE,JOHNFKENNEDY DR / 30TH AV,-122.489804747862,37.7708917849145,"(37.7708917849145, -122.489804747862)"
140823500,OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,09/30/2014,09:20,INGLESIDE,JUVENILE CITED,PERSIA AV / PARIS ST,-122.434408490493,37.7223827081755,"(37.7223827081755, -122.434408490493)"
140825528,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,09/30/2014,19:30,TENDERLOIN,"ARREST, CITED",100.0 Block of HYDE ST,-122.415552708706,37.7816629825769,"(37.7816629825769, -122.415552708706)"
149012126,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Tuesday,09/30/2014,18:59,TARAVAL,NONE,500.0 Block of BUCKINGHAM WY,-122.478371487132,37.7300878473991,"(37.7300878473991, -122.478371487132)"
140824445,NON-CRIMINAL,AIDED CASE,Tuesday,09/30/2014,12:35,NORTHERN,PSYCHOPATHIC CASE,0.0 Block of CHURCH ST,-122.429181208452,37.7703389803038,"(37.7703389803038, -122.429181208452)"
140824047,BURGLARY,"BURGLARY OF APARTMENT HOUSE, ATT FORCIBLE ENTRY",Tuesday,09/30/2014,11:20,BAYVIEW,"ARREST, BOOKED",300.0 Block of TOCOLOMA AV,-122.39823420609,37.7109441026048,"(37.7109441026048, -122.39823420609)"
140825073,NON-CRIMINAL,AIDED CASE,Tuesday,09/30/2014,17:15,INGLESIDE,NONE,0.0 Block of SGTJOHNVYOUNG LN,-122.446245077058,37.7249337973069,"(37.7249337973069, -122.446245077058)"
140825089,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,09/30/2014,15:45,RICHMOND,NONE,GREAT HY / FULTON ST,-122.511054248258,37.7713387826875,"(37.7713387826875, -122.511054248258)"
140824912,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,09/30/2014,16:01,MISSION,PSYCHOPATHIC CASE,1700.0 Block of HARRISON ST,-122.413349606369,37.7692198887819,"(37.7692198887819, -122.413349606369)"
146203772,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Tuesday,09/30/2014,17:30,INGLESIDE,NONE,100.0 Block of DESMOND ST,-122.405732287326,37.7099151384238,"(37.7099151384238, -122.405732287326)"
140825716,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Tuesday,09/30/2014,20:45,BAYVIEW,NONE,1500.0 Block of SHAFTER AV,-122.389910212909,37.730534863177,"(37.730534863177, -122.389910212909)"
146204219,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Tuesday,09/30/2014,21:15,SOUTHERN,NONE,HARRISON ST / MAIN ST,-122.390321524494,37.7881341874658,"(37.7881341874658, -122.390321524494)"
140823011,ASSAULT,BATTERY,Tuesday,09/30/2014,01:55,PARK,NONE,1100.0 Block of FELL ST,-122.436816181394,37.7742739147845,"(37.7742739147845, -122.436816181394)"
140825829,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Tuesday,09/30/2014,22:00,MISSION,"ARREST, BOOKED",24TH ST / POTRERO AV,-122.406338412685,37.753004287752,"(37.753004287752, -122.406338412685)"
140824699,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,09/30/2014,12:00,RICHMOND,NONE,200.0 Block of 3RD AV,-122.461280177642,37.7847078961165,"(37.7847078961165, -122.461280177642)"
140876402,FORGERY/COUNTERFEITING,"COUNTERFEITING, PLATES OR DIES",Tuesday,09/30/2014,22:00,SOUTHERN,NONE,3RD ST / MISSION ST,-122.402027706948,37.7862483456926,"(37.7862483456926, -122.402027706948)"
140823049,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Tuesday,09/30/2014,01:40,SOUTHERN,NONE,MARKET ST / VANNESS AV,-122.419257894814,37.7751462916836,"(37.7751462916836, -122.419257894814)"
140826667,MISSING PERSON,MISSING ADULT,Tuesday,09/30/2014,15:00,BAYVIEW,LOCATED,300.0 Block of BRIDGEVIEW DR,-122.398845629456,37.7323089114211,"(37.7323089114211, -122.398845629456)"
146204463,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,09/30/2014,20:30,CENTRAL,NONE,300.0 Block of THE EMBARCADERONORTH ST,-122.395911581969,37.7974898667102,"(37.7974898667102, -122.395911581969)"
146202586,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,09/30/2014,12:15,SOUTHERN,NONE,THE EMBARCADEROSOUTH ST / TOWNSEND ST,-122.388306067819,37.7817982352485,"(37.7817982352485, -122.388306067819)"
140828049,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Tuesday,09/30/2014,17:00,BAYVIEW,NONE,1400.0 Block of WALLACE AV,-122.387976790924,37.7256577141919,"(37.7256577141919, -122.387976790924)"
140825534,MISSING PERSON,MISSING ADULT,Tuesday,09/30/2014,18:35,PARK,LOCATED,2100.0 Block of GROVE ST,-122.452095969548,37.7740971996774,"(37.7740971996774, -122.452095969548)"
146204441,NON-CRIMINAL,LOST PROPERTY,Tuesday,09/30/2014,20:30,CENTRAL,NONE,VANNESS AV / NORTHPOINT ST,-122.425300930134,37.8050769933545,"(37.8050769933545, -122.425300930134)"
146202514,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,09/30/2014,12:00,PARK,NONE,500.0 Block of TWINPEAKS BL,-122.445190634902,37.7555962928276,"(37.7555962928276, -122.445190634902)"
140824718,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,09/30/2014,02:00,INGLESIDE,NONE,500.0 Block of MADRID ST,-122.43367598375,37.7205349774004,"(37.7205349774004, -122.43367598375)"
140828215,BURGLARY,SAFE BURGLARY,Tuesday,09/30/2014,21:59,CENTRAL,NONE,300.0 Block of GEARY ST,-122.408997622179,37.7872274326299,"(37.7872274326299, -122.408997622179)"
140846499,NON-CRIMINAL,LOST PROPERTY,Tuesday,09/30/2014,10:00,BAYVIEW,NONE,1400.0 Block of KEITH ST,-122.386661869162,37.7324774464382,"(37.7324774464382, -122.386661869162)"
140823099,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,09/30/2014,09:39,NORTHERN,"ARREST, CITED",TURK ST / WEBSTER ST,-122.430424955334,37.7807160085286,"(37.7807160085286, -122.430424955334)"
140824940,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Tuesday,09/30/2014,16:50,PARK,"ARREST, CITED",700.0 Block of STANYAN ST,-122.453381111208,37.7685998900061,"(37.7685998900061, -122.453381111208)"
140834585,MISSING PERSON,FOUND PERSON,Tuesday,09/30/2014,07:15,NORTHERN,LOCATED,1600.0 Block of WEBSTER ST,-122.431589444896,37.7857768978213,"(37.7857768978213, -122.431589444896)"
140824542,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,09/30/2014,14:30,CENTRAL,UNFOUNDED,800.0 Block of JONES ST,-122.413598266645,37.7890771341797,"(37.7890771341797, -122.413598266645)"
146203506,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Tuesday,09/30/2014,20:00,SOUTHERN,NONE,FOLSOM ST / 11TH ST,-122.41402726269,37.7718636177451,"(37.7718636177451, -122.41402726269)"
140825926,ASSAULT,BATTERY,Tuesday,09/30/2014,22:35,INGLESIDE,NONE,3200.0 Block of MISSION ST,-122.420747869736,37.7443412779713,"(37.7443412779713, -122.420747869736)"
140827621,ASSAULT,THREATENING PHONE CALL(S),Tuesday,09/30/2014,15:40,MISSION,NONE,0.0 Block of SYCAMORE ST,-122.420536885117,37.7626122408362,"(37.7626122408362, -122.420536885117)"
140825534,MISSING PERSON,FOUND PERSON,Tuesday,09/30/2014,18:35,PARK,LOCATED,2100.0 Block of GROVE ST,-122.452095969548,37.7740971996774,"(37.7740971996774, -122.452095969548)"
146211656,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Tuesday,09/30/2014,13:00,CENTRAL,NONE,1000.0 Block of MASON ST,-122.411170283765,37.7933336063364,"(37.7933336063364, -122.411170283765)"
140823497,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Tuesday,09/30/2014,09:18,PARK,"ARREST, BOOKED",1800.0 Block of HAIGHT ST,-122.452622752318,37.7693006985471,"(37.7693006985471, -122.452622752318)"
140825772,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,09/30/2014,21:00,TENDERLOIN,NONE,100.0 Block of OFARRELL ST,-122.406775763713,37.7865337577236,"(37.7865337577236, -122.406775763713)"
140824360,WARRANTS,WARRANT ARREST,Tuesday,09/30/2014,13:00,CENTRAL,"ARREST, BOOKED",1200.0 Block of BROADWAY ST,-122.417170912868,37.7966719477575,"(37.7966719477575, -122.417170912868)"
140824291,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,09/30/2014,10:15,RICHMOND,NONE,600.0 Block of 6TH AV,-122.463984380275,37.7762801767261,"(37.7762801767261, -122.463984380275)"
140824768,ROBBERY,ROBBERY ON THE STREET WITH A GUN,Tuesday,09/30/2014,00:01,SOUTHERN,NONE,11TH ST / MISSION ST,-122.417104895556,37.7743242868204,"(37.7743242868204, -122.417104895556)"
146203841,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Tuesday,09/30/2014,12:05,INGLESIDE,NONE,0.0 Block of SUSSEX ST,-122.432688708311,37.7359567676368,"(37.7359567676368, -122.432688708311)"
140822922,WARRANTS,WARRANT ARREST,Tuesday,09/30/2014,00:09,SOUTHERN,"ARREST, BOOKED",0.0 Block of VERONA PL,-122.448335977322,37.7359321871898,"(37.7359321871898, -122.448335977322)"
146205502,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,09/30/2014,22:30,SOUTHERN,NONE,STEVENSON ST / 3RD ST,-122.403030543289,37.7870232709778,"(37.7870232709778, -122.403030543289)"
146202495,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,09/30/2014,09:00,SOUTHERN,NONE,800.0 Block of BRYANT ST,-122.403742962696,37.7752316978411,"(37.7752316978411, -122.403742962696)"
140824003,BURGLARY,"BURGLARY, HOT PROWL, FORCIBLE ENTRY",Tuesday,09/30/2014,09:30,INGLESIDE,NONE,4200.0 Block of FOLSOM ST,-122.413589909051,37.734316746996,"(37.734316746996, -122.413589909051)"
146202417,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,09/30/2014,20:00,NORTHERN,NONE,1300.0 Block of WEBSTER ST,-122.430908286149,37.7828933039479,"(37.7828933039479, -122.430908286149)"
140827609,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Tuesday,09/30/2014,21:00,INGLESIDE,NONE,1700.0 Block of SUNNYDALE AV,-122.418356102697,37.7123388374342,"(37.7123388374342, -122.418356102697)"
140825584,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Tuesday,09/30/2014,18:13,NORTHERN,"ARREST, BOOKED",100.0 Block of HAYES ST,-122.418865458204,37.777295941259,"(37.777295941259, -122.418865458204)"
146183196,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Tuesday,09/30/2014,18:15,CENTRAL,NONE,GEARY ST / POWELL ST,-122.408231026261,37.7873594949856,"(37.7873594949856, -122.408231026261)"
140825891,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Tuesday,09/30/2014,19:45,NORTHERN,NONE,2200.0 Block of BUSH ST,-122.434057154136,37.7868322238796,"(37.7868322238796, -122.434057154136)"
140824934,MISSING PERSON,FOUND PERSON,Tuesday,09/30/2014,15:12,MISSION,LOCATED,3500.0 Block of CESAR CHAVEZ ST,-122.420886575514,37.7480661948915,"(37.7480661948915, -122.420886575514)"
140825465,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,09/30/2014,18:45,MISSION,NONE,1000.0 Block of POTRERO AV,-122.406656623063,37.7568256145719,"(37.7568256145719, -122.406656623063)"
140822972,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,09/30/2014,01:10,RICHMOND,"ARREST, CITED",PARKPRESIDIO BL / FULTON ST,-122.471762293486,37.7731370564753,"(37.7731370564753, -122.471762293486)"
140827063,NON-CRIMINAL,FOUND PROPERTY,Tuesday,09/30/2014,12:45,TARAVAL,NONE,200.0 Block of WINSTON DR,-122.476681699323,37.7269346746393,"(37.7269346746393, -122.476681699323)"
140824837,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Tuesday,09/30/2014,15:00,RICHMOND,UNFOUNDED,24TH AV / ANZA ST,-122.483525612612,37.7782138621321,"(37.7782138621321, -122.483525612612)"
140825493,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,09/30/2014,18:44,RICHMOND,PSYCHOPATHIC CASE,300.0 Block of 30TH AV,-122.490280739358,37.7830593436872,"(37.7830593436872, -122.490280739358)"
